Date,Close,Volume,MA_5
2016-01-04,14.894000053405762,102406500,
2016-01-05,14.895333290100098,47802000,
2016-01-06,14.602666854858398,56686500,
2016-01-07,14.376667022705078,53314500,
2016-01-08,14.06666660308838,54421500,
2016-01-11,13.856666564941406,61371000,
2016-01-12,13.998000144958496,46378500,
2016-01-13,13.354000091552734,61896000,
2016-01-14,13.745332717895508,97360500,
2016-01-15,13.666000366210938,83679000,14.14553337097168
2016-01-19,13.64799976348877,60580500,14.02093334197998
2016-01-20,13.24666690826416,87579000,13.856066703796387
2016-01-21,13.33133316040039,47493000,13.728933334350586
2016-01-22,13.50333309173584,46861500,13.641599941253663
2016-01-25,13.092000007629396,40480500,13.544133281707763
2016-01-26,12.904000282287598,74463000,13.448866653442384
2016-01-27,12.538000106811523,54258000,13.302866649627685
2016-01-28,12.646666526794434,68892000,13.232133293151856
2016-01-29,12.74666690826416,42784500,13.13226671218872
2016-02-01,13.129332542419434,79464000,13.07859992980957
2016-02-02,12.185333251953123,86604000,12.932333278656007
2016-02-03,11.565333366394045,118971000,12.764199924468993
2016-02-04,11.68866729736328,65781000,12.599933338165282
2016-02-05,10.84000015258789,141564000,12.333600044250488
2016-02-08,9.866000175476074,139695000,12.011000061035157
2016-02-09,9.883333206176758,129774000,11.708933353424072
2016-02-10,9.57800006866455,156097500,11.412933349609375
2016-02-11,10.031332969665527,213786000,11.151399993896485
2016-02-12,10.06933307647705,108537000,10.883666610717773
2016-02-16,10.344667434692385,83907000,10.605200099945069
2016-02-17,11.245332717895508,87378000,10.511200046539306
2016-02-18,11.118000030517578,58314000,10.46646671295166
2016-02-19,11.10533332824707,44391000,10.40813331604004
2016-02-22,11.849332809448242,75901500,10.509066581726074
2016-02-23,11.814000129699709,89766000,10.703866577148437
2016-02-24,11.93333339691162,80934000,10.908866596221923
2016-02-25,12.495332717895508,86260500,11.200599861145019
2016-02-26,12.689332962036133,90976500,11.46639986038208
2016-02-29,12.795332908630373,67485000,11.738999843597412
2016-03-01,12.423333168029783,100683000,11.946866416931153
2016-03-02,12.555999755859377,72936000,12.07793312072754
2016-03-03,13.04933261871338,72435000,12.271066379547118
2016-03-04,13.402667045593262,97336500,12.500799751281738
2016-03-07,13.685999870300291,79941000,12.684466457366943
2016-03-08,13.506667137145996,62680500,12.853733158111572
2016-03-09,13.914667129516602,48129000,13.05186653137207
2016-03-10,13.678667068481444,77887500,13.170199966430664
2016-03-11,13.833333015441896,50146500,13.28459997177124
2016-03-14,14.34333324432373,60985500,13.439400005340577
2016-03-15,14.555999755859377,47707500,13.652666664123535
2016-03-16,14.795332908630373,52750500,13.876599979400634
2016-03-17,15.092000007629396,56743500,14.080866718292237
2016-03-18,15.515999794006348,70677000,14.292199993133545
2016-03-21,15.887999534606934,79617000,14.51239995956421
2016-03-22,15.616000175476074,64740000,14.723333263397217
2016-03-23,14.838666915893556,74232000,14.815733242034913
2016-03-24,15.18333339691162,74413500,14.96619987487793
2016-03-28,15.350666999816896,58885500,15.11793327331543
2016-03-29,15.342000007629396,60214500,15.217799949645997
2016-03-30,15.12600040435791,60495000,15.274800014495849
2016-03-31,15.317999839782717,120193500,15.327066707611085
2016-04-01,15.839332580566406,239962500,15.401799964904786
2016-04-04,16.465999603271484,202129500,15.496799945831299
2016-04-05,17.031333923339844,149230500,15.61113338470459
2016-04-06,17.69466781616211,175582500,15.819000148773194
2016-04-07,17.14666748046875,132843000,16.049800205230714
2016-04-08,16.67133331298828,110458500,16.198600196838377
2016-04-11,16.661333084106445,137425500,16.329666805267333
2016-04-12,16.521333694458008,86448000,16.447600173950196
2016-04-13,16.968666076660156,73884000,16.63186674118042
2016-04-14,16.790666580200195,61983000,16.77913341522217
2016-04-15,16.96733283996582,56286000,16.89193344116211
2016-04-18,16.92533302307129,64071000,16.93786678314209
2016-04-19,16.4913330078125,95362500,16.883866691589354
2016-04-20,16.6646671295166,77911500,16.780866622924805
2016-04-21,16.55266761779785,41746500,16.721466636657716
2016-04-22,16.916667938232422,56794500,16.74600009918213
2016-04-25,16.788000106811523,55054500,16.758666801452637
2016-04-26,16.916000366210938,48357000,16.79813346862793
2016-04-27,16.764667510986328,48087000,16.777733612060548
2016-04-28,16.513999938964844,37785000,16.75006694793701
2016-04-29,16.05066680908203,81207000,16.658400344848634
2016-05-02,16.1200008392334,57658500,16.577867126464845
2016-05-03,15.48799991607666,64533000,16.47753381729126
2016-05-04,14.837332725524902,130507500,16.29480037689209
2016-05-05,14.10200023651123,168822000,16.049733638763428
2016-05-06,14.32866668701172,85278000,15.790933513641358
2016-05-09,13.928000450134276,71646000,15.504933547973632
2016-05-10,13.912667274475098,61059000,15.20460023880005
2016-05-11,13.93066692352295,77428500,14.921200180053711
2016-05-12,13.8186674118042,54757500,14.651666927337647
2016-05-13,13.84066677093506,42342000,14.43066692352295
2016-05-16,13.88599967956543,44241000,14.207266807556152
2016-05-17,13.644000053405762,42654000,14.022866821289062
2016-05-18,14.07800006866455,84262500,13.946933555603028
2016-05-19,14.347332954406738,102994500,13.971466827392579
2016-05-20,14.685333251953123,135106500,14.007133483886719
2016-05-23,14.414667129516602,76537500,14.05580015182495
